datetime,actual_value,xgboost_forecast,lightgbm_forecast,gradient_boosting_forecast,catboost_forecast,adaboost_forecast,lstm_forecast
2025-11-01 09:00:00,10.22,9.550097,8.290691129962452,8.47152151220315,8.438467049535557,8.36034559384442,12.37
2025-11-01 09:30:00,9.5,9.302926,8.379630621728356,8.182917313580603,6.832781669517565,8.134925717087711,11.1
2025-11-01 10:00:00,8.5,8.747565,7.471158166140746,7.843422816155364,6.210169759749978,8.344482161775305,9.58
2025-11-01 10:30:00,6.3,8.218978,7.999543655884166,7.857366225365439,6.476904959174345,7.773711370405081,9.99
2025-11-01 11:00:00,6.15,8.522264,7.581830721540431,7.662410093146967,6.549298713249995,7.881227447724293,10.6
2025-11-01 11:30:00,6.17,8.457422,8.081759670819881,7.868066483539476,7.51076218680618,7.758283397791501,10.71
2025-11-01 12:00:00,6.18,8.544508,8.689900993216607,8.19356126405183,6.815575391098762,7.567541612807434,9.56
2025-11-01 12:30:00,5.01,9.127006,9.270658384885714,8.630774841768355,7.219357056687418,7.567541612807434,9.32
2025-11-01 13:00:00,6.17,10.167009,10.153653212557222,8.96727425078544,8.122979389772985,8.36034559384442,10.59
2025-11-01 13:30:00,6.16,10.056254,9.791500329082954,9.947378697478015,9.545214184501315,9.693669673973298,13.0
2025-11-01 14:00:00,6.12,10.79052,10.273811695310782,9.894541818850469,10.957711797163856,8.931392701749362,12.99
2025-11-01 14:30:00,6.11,11.664009,10.225301056416638,11.70609913025207,11.466390524670556,9.3928986954622,13.33
2025-11-01 15:00:00,7.01,11.870654,10.142417044158735,11.851526847772458,11.78926794880167,11.273231737782892,13.54
2025-11-01 15:30:00,8.72,14.11863,12.878465835947422,14.653344859668264,14.19472376513235,13.106985697832734,14.68
2025-11-01 16:00:00,11.05,16.200737,15.34323243606059,16.24782694698744,15.59796859830482,13.46070284451754,16.73
2025-11-01 16:30:00,12.25,17.7138,15.827009266438925,23.21762652333857,17.443425202110348,14.72231459480538,17.08
2025-11-01 17:00:00,12.83,17.749327,15.76005340894588,23.71560899491139,16.882920697405925,14.72231459480538,17.62
2025-11-01 17:30:00,11.42,16.43852,15.494788349056458,16.901873983599767,15.475859199560803,14.72231459480538,15.92
2025-11-01 18:00:00,10.01,16.66481,15.36496989533961,16.78555320769897,15.113444946440527,14.122359787926149,16.73
2025-11-01 18:30:00,10.01,15.626051,15.106969604749716,15.802403483973327,15.91412836057096,14.042991815402171,16.06
2025-11-01 19:00:00,11.05,15.806454,14.909783910786096,15.81945674937814,15.046221706573355,14.042991815402171,15.96
2025-11-01 19:30:00,11.05,16.958643,13.35937682461108,16.82404222238606,12.635385980097697,14.541125823772427,15.5
2025-11-01 20:00:00,11.05,16.236403,13.821090122833478,15.264516761765211,12.683808856911105,13.44797740639606,15.55
2025-11-01 20:30:00,11.45,14.583954,13.073789636676004,14.461418601765075,13.174498777016142,13.26825176602713,14.41
2025-11-01 21:00:00,11.4,14.137944,13.234318852938468,13.836431425515883,12.690880555664176,13.369164630232936,13.12
2025-11-01 21:30:00,11.28,12.804439,11.502810917888851,13.733758928200508,11.1325914138102,13.14773625598477,12.23
2025-11-01 22:00:00,11.0,13.271263,11.97724356274752,12.787026058435266,12.91968742357714,13.14773625598477,12.31
2025-11-01 22:30:00,10.22,12.390692,11.522472278881663,12.153881660280746,10.924134336744782,13.089508514437254,10.68
2025-11-01 23:00:00,11.29,12.624383,11.422985417241073,13.237203128841806,11.223868631461842,12.66506534947766,10.12
2025-11-01 23:30:00,11.1,11.089234,10.677814374059114,11.347707681296187,9.896071798179278,9.85456210447275,9.75
2025-11-02 00:00:00,10.73,11.303643,10.4692716015344,11.199955419408074,10.75349961701934,11.39909806149461,10.35
2025-11-02 00:30:00,10.99,11.303643,9.52025365753807,10.96047072100569,10.509157991698638,9.923783820866312,10.0
2025-11-02 01:00:00,10.72,11.303643,9.528212308618295,11.073604589244434,10.62136889584012,9.923783820866312,10.08
2025-11-02 01:30:00,10.62,11.303643,9.528212308618295,11.074827308542943,10.63960068312161,9.870817557511112,9.99
2025-11-02 02:00:00,10.62,11.390568,9.576171151494872,11.04621221303736,10.650908172114088,10.576270884174416,10.06
2025-11-02 02:30:00,10.7,11.447163,9.576171151494872,11.10255218558305,11.079401864073278,9.923783820866312,10.12
2025-11-02 03:00:00,10.99,11.390568,10.26750320455244,11.16168073902009,10.94569398581652,11.348880059043385,10.24
2025-11-02 03:30:00,10.91,11.597953,9.5547741936411,11.078177239706973,11.122872069672429,11.348880059043385,10.23
2025-11-02 04:00:00,10.91,11.7267,9.855407771463112,11.514470840554864,11.140604840259495,12.21807509398078,10.58
2025-11-02 04:30:00,10.91,11.839413,10.816009208940631,11.727428546078942,11.337594877066351,12.45750477789977,10.57
2025-11-02 05:00:00,11.0,11.781211,10.858725107406723,11.736434315611808,11.257497928604044,12.473685468065916,10.46
2025-11-02 05:30:00,11.0,11.896269,10.920787682555556,12.099039272381582,11.375626865323664,12.57857066211709,10.61
